date_time_published_gmt,message_id,categories,mile_markers,river_name,mile_marker_min,mile_marker_max,geographic_area,originator,criticality,notes
2025-07-30 11:55:05,SEC LMR BNM 0051-25,shoaling,,,,,ARK,Lower Mississippi,SAFETY,FM COMCOGARD SECTOR LOWER MISSISSIPPI RIVER MEMPHIS TNTO CCGDEIGHT NEW ORLEANS LAINFO COGARD ANT COLFAX LACOGARD NAVCEN ALEXANDRIA VANGA NAVSAFETY WASHINGTON DCUSCGC CHENAUSCGC GREENBRIERUSCGC KANAWHAUSCGC KANKAKEEUSCGC KICKAPOOUSCGC MUSKINGUMUSCGC PATOKABTUNCLASSUBJ: SAFETY BROADCAST NOTICE TO MARINERSSEC LMR BNM 0051-25Arkansas River1. Mariners be advised of shoaling on the Arkansas River IVO Lock #9 mid channel in the downstream approachBT#0001NNNN BT
2025-07-30 11:51:00,SEC LMR BNM 0050-25,shoaling,,,,,ARK,Lower Mississippi,SAFETY,FM COMCOGARD SECTOR LOWER MISSISSIPPI RIVER MEMPHIS TNTO CCGDEIGHT NEW ORLEANS LAINFO COGARD ANT COLFAX LACOGARD NAVCEN ALEXANDRIA VANGA NAVSAFETY WASHINGTON DCUSCGC CHENAUSCGC GREENBRIERUSCGC KANAWHAUSCGC KANKAKEEUSCGC KICKAPOOUSCGC MUSKINGUMUSCGC PATOKABTUNCLASSUBJ: SAFETY BROADCAST NOTICE TO MARINERSSEC LMR BNM 0050-25MM 155.9 Arkansas River1) Mariners be advised of shoaling on the Arkansas River IVO Lock #8 along the LDB. Tows should favor the long wall in the downstream approachBT#0001NNNN BT
2025-08-04 21:29:28,SEC LMR BNM 0054-25,shoaling,MM 519.8 LMR,MISSISSIPPI-LO,519.8,519.8,LMR,Lower Mississippi,SAFETY,FM COMCOGARD SECTOR UPPER MISSISSIPPI RIVER ST LOUIS MOTO CCGDEIGHT NEW ORLEANS LAINFO COGARD NAVCEN ALEXANDRIA VANGA NAVSAFETY WASHINGTON DCUSCGC CHEYENNEUSCGC GASCONADEUSCGC SANGAMONUSCGC SCIOTOUSCGC WYACONDABTUNCLASSUBJ: SAFETY BROADCAST NOTICE TO MARINERSSEC LMR BNM 054-25LMR 519.81. CG received a report of shoaling ivo MM 519.8 LMR aprox 150 feet from the green buoy line2. all mariners are requested to transit the area with caution.BT
2025-08-05 09:34:49,SEC LMR BNM 0055-25,shoaling,MM 519.8 LMR;LMR 519.8,MISSISSIPPI-LO,519.8,519.8,LMR,Lower Mississippi,SAFETY,LMR 519.81. Coast Guard received a report of shoaling IVO MM 519.8 LMR approx. 150 feet from the green buoy line.2. All mariners are requested to transit the area with caution.BT
2025-08-20 16:39:40,SEC LMR BNM 0058-25,dredging,MM 249.2,MISSISSIPPI-LO,249.2,249.2,ARKANSAS RIVER,Lower Mississippi,SAFETY,ARK1. MARINERS ARE ADVISED THAT M/V SANDPIPER DREDGE WILL BE WORKING IVO ARK MM 249.2. Vessels transiting the area are requested to contact the M/V SANDPIPER DREDGE on Ch. 16 or Ch. 79 30 minutes prior to transiting the area.BT
2025-05-07 17:00:29,SEC LMR BNM 0026-25,draft restriction,,,,,RED RIVER,Lower Mississippi,SAFETY,"1. THE COTP LOWER MISSISSIPPI RIVER IS ISSUING A SAFETY ADVISORY DUE TO THE EXPECTED RAPID INCREASE IN RIVER LEVELS ON THE RED RIVER OVER THE NEXT SEVERAL DAYS. MARINERS ARE ADVISED TO TRANSIT THE AREA WITH CAUTION DUE TO THE HAZARDOUS CONDITIONS ASSOCIATED WITH STRONG CURRENTS, SEVERE OUT DRAFTS, MISSING/OFF STATION ATON, AND DIVING BUOYS. FLEET OPERATORS SHOULD REGULARLY CHECK THEIR FLEETS AND IMMEDIATELY REPORT BARGE BREAKAWAYS TO THE USCG BT"
2025-05-27 11:25:39,SEC LMR BNM 0029-25,shoaling,MILE 44.4,RED,44.4,44.4,RED RIVER,Lower Mississippi,SAFETY,"1. THERE IS POTENTIAL SHOALING NEAR MILE 44.4, RED RIVER, ALONG THE NORTH APPROACH TO LOCK AND DAM #1. 2. MARINERS ARE ADVISED TO CONTACT THE LOCK MASTER FOR GUIDANCE ON TRANSITING THE LOCK. BT"
2025-02-07 12:58:09,CCGD8 BNM 0015-25,shoaling,,,,,LA - GULF OF AMERICA - GULF OF MEXICO,D8,SAFETY,"AN UNDERWATER OBSTRUCTION HAS BEEN REPORTED NEAR SHIP SHOAL AREA, BLOCK 206, PLATFORM E, IN APPROXIMATE POSITION 28-33-01.594N 091-00-00.684W. THE OBSTRUCTION IS REPORTEDLY10-15 FT BELOW THE WATERLINE AND NOT MARKED. MARINERS SHOULD AVOID THE AREA.CANCEL AT//210600Z FEB 25// BT"
2024-10-23 20:50:39,SEC LMR BNM 0037-24,shoaling,MM 334-335,MISSISSIPPI-LO,334.0,335.0,ARKANSAS RIVER,Lower Mississippi,SAFETY,1. MARINERS ARE ADVISED TO TRANSIT MM 334-335 FOLLOWING THE GREEN LINE DUE TO SHOALING ALONG THE RED LINE BT
2024-11-04 12:47:24,SEC LMR BNM 0042-24,dredging,MM 434-439 LMR,MISSISSIPPI-LO,434.0,439.0,LOWER MISSISSIPPI RIVER,Lower Mississippi,SAFETY,LOWER MISSISSIPPI RIVER1. MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE VESSEL JADWIN WILL BE CONDUCTING DREDGING OPERATIONS FROM MM 434-439 LMR ON OR AROUND 04 NOV 24.2. ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APPROXIMATELY 24 HOURS WITH ROLLING CLOSURES THEREAFTER.3. ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT DREDGE JADWIN VIA TELEPHONE AT 601-618-2157.4. DREDGE JADWIN WILL COORDINATE QUEUE CLEARING AT THE CONCLUSION OF THE 24 HOUR PERIOD. BT
2024-11-29 17:11:24,SEC LMR BNM 0049-24,dredging,MM 652,MISSISSIPPI-LO,652.0,652.0,LMR,Lower Mississippi,SAFETY,"P R 292057Z NOV 24 MID120001592622UFM COMCOGARD SECTOR LOWER MISSISSIPPI RIVER MEMPHIS TNTO CCGDEIGHT NEW ORLEANS LAINFO USCGC KICKAPOOUSCGC GREENBRIERNGA NAVSAFETY WASHINGTON DCCOGARD NAVCEN ALEXANDRIA VAUSCGC KANKAKEEUSCGC PATOKACOGARD ANT COLFAX LAUSCGC KANAWHAUSCGC MUSKINGUMBTUNCLASSUBJ: BROADCAST NOTICE TO MARINERSSEC LMR BNM 0049-241. MARINERS ARE ADVISED THAT DREDGE MIDWAY WILL BE CONDUCTING DREDGINGOPERATIONS AT MM 652 on the LMR, Phillips County harbor2. CONCERNED TRAFFIC SHOULD CONTACT THE DREDGE ON CH 13 OR CH71 TO MAKE PASSINGARRANGEMENTS.3.AFTER MAKING PASSING ARRANGEMENTS WITH DREDGE MIDWAY, MARINERS ARE DIRECTED TOTRANSIT THE AREA AT SAFE SPEED AND TO PROCEED WITH CAUTION.BT#0001NNNN BT"
2024-12-13 17:46:16,SEC LMR BNM 0050-24,shoaling,MILE 696,MISSISSIPPI-LO,696.0,696.0,LOWER MISSISSIPPI RIVER,Lower Mississippi,SAFETY,LOWER MISSISSIPPI RIVER1. THE COAST GUARD RECEIEVED A REPORT OF SHOALING AT MILE 696 ALONG THE GREEN BUOY LINE.2. MARINERS ARE ADVISED TO TRANSIT THE AREA WITH CAUTION.BT
2024-08-05 21:29:22,SEC LMR BNM 0017-24,shoaling,MM 685,MISSISSIPPI-LO,685.0,685.0,MM 685-686 LMR,Lower Mississippi,SAFETY,A. SHOALING HAS BEEN REPORTED ON THE LMR AT THE FOLLOWING LOCATIONS:1. BETWEEN MM 685 AND 686 LMR ON THE RIGHT DECENDING BANK.B. ALL MARINERS ARE ADVISED TO PROCEED WITH CAUTION WHILE TRANSITING THE AREA.FOR QUESTIONS OR CONCERNS PLEASE CONTACT WESTERN RIVERS COMMAND CENTER AT 314-269-2332. BT
2024-08-16 12:51:43,SEC LMR BNM 0020-24,shoaling,MM 520.2,MISSISSIPPI-LO,520.2,520.2,MM 520-869 LMR,Lower Mississippi,SAFETY,"1. THE U.S. COAST GUARD CAPTAIN OF THE PORT LOWER MISSISSIPPI RIVER IS ISSUING A LOW WATER SAFETY ADVISORY FOR THE LOWER MISSISSIPPI RIVER FROM 869 TO MM 520.2. MARINERS SHOULD TRANSIT WITH CAUTION AND ARE ADVISED THAT USACE MAINTAINED DEPTH AND WIDTH MAY NOT BE AVAILABLE ON ALL BUOY LINES.3. MARINERS ARE REQUESTED TO CONTACT WRCC VIA VHF-FM CH-16 OR VIA TELEPHONE AT 866-777-2784/314-269-2332 TO REPORT SHOALING, HAZARDOUS CONDITIONS, OR MISSINGATON. BT"
2024-08-21 11:28:29,SEC LMR BNM 0021-24,shoaling,MM 527.2 LMR,MISSISSIPPI-LO,527.2,527.2,MM 527.2 LMR,Lower Mississippi,SAFETY,1. THE COAST GUARD RECEIVED A REPORT OF CROSS-CHANNEL SHOALING AT MM 527.2 LMR.2. MARINERS ARE ADVISED TO TRANSIT THE AREA WITH CAUTION.CANCEL OR UPDATE AT 041504Z SEP 24 BT
2024-08-25 04:57:53,SEC LMR BNM 0023-24,shoaling,MM 0.5,WHITE,0.5,0.5,MM 0.5 WHITE RIVER,Lower Mississippi,SAFETY,"A. DUE TO SHOALING IVO MM 0.5 ON THE WHITE RIVER, MARINERS ARE ADVISED TOCONSULT WITH THE USACENAV-NOTICE SWL 24-69 PRIOR TO TRANSITING THE MONTGOMERY POINT LOCK AND DAM ANDTO TRANSIT WITH EXTREME CAUTION. BT"
2024-08-27 21:22:10,SEC LMR BNM 0024-24,draft restriction,MM 869-303 LMR;MM 869-303,MISSISSIPPI-LO,303.0,869.0,LMR,Lower Mississippi,SAFETY,MM 869-303 LMR A. DRAFT RESTRICTIONS WILL NOW BE IN PLACE FROM MM 869-303 ON THE LMR. MARINERS ARE REQUESTED TO CHECK THE MOST UP TO DATE MSIB ON THE USCG SECTOR LOWER MISSISSIPPI RIVER HOME PORT PAGE FOR THE SECTION OF THE RIVER THAT THEY WILL BE TRANSITING.  BT
2024-09-08 12:04:11,SEC LMR BNM 0026-24,dredging,MM 541 LMR,MISSISSIPPI-LO,541.0,541.0,LMR,Lower Mississippi,SAFETY,"MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE VESSEL HURLEY WILL BE CONDUCTING DREDGING OPERATIONS IVO MM 541 LMR, COMMENCING ON/ABOUT 0600, 09 SEP 2024. ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APPROXIMATELY 24 HOURS WITH ROLLING CLOSURES THEREAFTER. 3. ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT DREDGE HURLEY VIA TELEPHONE AT 901-277-8390 OR MARINE VHF-FM ON CH-13/CH-16 TO BE PLACED IN THE QUEUE. DREDGE HURLEY WILL COORDINATE QUEUE CLEARING AT THE CONCLUSION OF THE 24 HOUR PERIOD. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUESTED TO TRANSIT THE AREA AT SAFE SPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS WITH DREDGE HURLEY.  BT"
2024-09-08 12:03:14,SEC LMR BNM 0025-24,dredging,MM 784 - 788 LMR,MISSISSIPPI-LO,784.0,788.0,LMR,Lower Mississippi,SAFETY,"1. MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE VESSEL JADWIN WILL BE CONDUCTING DREDGING OPERATIONS IVO MM 784 - 788 LMR, COMMENCING ON/ABOUT 0600, 08 SEP 2024.2. ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APPROXIMATELY 24 HOURS WITH ROLLING CLOSURES THEREAFTER.3. ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT DREDGE JADWIN VIA TELEPHONE AT 601-618-2157 OR MARINE VHF-FM ON CH-13/CH-16 TO BE PLACED IN THE QUEUE.4. DREDGE JADWIN WILL COORDINATE QUEUE CLEARING AT THE CONCLUSION OF THE 24 HOUR PERIOD.5. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUESTED TO TRANSIT THE AREA AT SAFE SPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS WITH DREDGE JADWIN. BT"
2024-09-09 11:08:26,CCGD8 BNM 0067-24,shoaling,,,,,FL-GULF OF MEXICO,D8,SAFETY,"1. AS POTENTIAL TROPICAL CYCLONE 6 APPROACHES, AIDS TO NAVIGATION AND STRUCTURES IN THE GULF OF MEXICO AND SURROUNDING WATERS MAY BE DAMAGED OR DESTROYED. LIGHTED AND UNLIGHTED BUOYS MAY MOVE FROM ASSIGNED POSITIONS, SINK, BE DAMAGED, EXTINGUISHED, OR OTHERWISE MADE INOPERATIVE. MARINERS SHOULD NOT RELY UPON THE POSITION OR OPERATION OF AN AID TO NAVIGATION IN THESE AREAS, BUT SHOULD EMPLOY SUCH OTHER METHODS OF DETERMINING POSITION AS MAY BE AVAILABLE. WRECKS AND SUBMERGED OBSTRUCTIONS MAY MOVE FROM CHARTED LOCATIONS AND PIPELINES MAY BECOME UNCOVERED OR MOVE DUE TO THE FORCE OF STORM SURGE. STORM SURGE AND WINDS MAY CREATE SHOALS IN AFFECTED WATERS. DRAWBRIDGES MAY DEVIATE FROM NORMAL OPERATING PROCEDURES AND SOME BRIDGES MAY BE UNABLE TO OPEN DUE TO HIGH WINDS OR TO FACILITATE EVACUATION OF LAND TRAFFIC. MARINERS SHOULD ANTICIPATE BRIDGE CLOSURES BY LISTENING TO THE NATIONAL WEATHER SERVICE AND COAST GUARD BROADCASTS ON TROPICAL WEATHER CONDITIONS. BECAUSE OF THE UNCERTAINTY OF STORM MOVEMENTS AND BRIDGE CLOSURES, MARINERS SHOULD SEEK PASSAGE THROUGH DRAWBRIDGES WELL IN ADVANCE OF THE ARRIVAL OF GALE FORCE WINDS. LOCKS AND NAVIGATION STRUCTURES WILL PASS NAVIGATION UNTIL SUCH TIME THAT WATER LEVELS AND WIND CONDITIONS WARRANT OPERATIONS UNSAFE. THE STRUCTURES WILL THEN CLOSE IN ACCORDANCE WITH HURRICANE PROCEDURES. MARINERS WILL BE GIVEN AS MUCH NOTICE AS POSSIBLE WHEN STRUCTURES ARE TO CLOSE; HOWEVER, THESE STRUCTURES MAY CLOSE ON SHORT NOTICE OR WELL IN ADVANCE OF THE ACTUAL STORM. MARINERS SHOULD SEEK SAFE HARBOR AS SOON AS POSSIBLE.2. ALL SECTORS SHOULD BROADCAST SPANISH AND VIETNAMESE VERSIONS, AS APPROPRIATE. SECTORS SHOULD UTILIZE THE FOREIGN LANGUAGE INTERPRETER SERVICES.CANCEL AT//140500Z SEP 24// BT"
2024-09-11 13:18:07,SEC LMR BNM 0028-24,shoaling,MM 518,MISSISSIPPI-LO,518.0,518.0,LMR,Lower Mississippi,SAFETY,LMR1. CG RCVD RPT OF SHOALING BETWEEN MM 518 AND 519 ON THE LMR ALONG LDB2. MARINERS ARE ADVISED TO TRANSIT THE AREA WITH CAUTION. BT
2024-09-15 14:54:32,SEC LMR BNM 0029-24,dredging,MM 483-489 LMR,MISSISSIPPI-LO,483.0,489.0,LMR,Lower Mississippi,SAFETY,"1. MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE VESSEL HURLEY WILL BE CONDUCTING DREDGING OPERATIONS BETWEEN MM 483-489 LMR, COMMENCING ON/OR ABOUT 0600, 16 SEP 2024.2. ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APPROXIMATLEY 24 HOURS WITH ROLLING CLOSURES THEREAFTER.3. ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT THE DREDGE HRULEY VIA TELEPHONE AT 901-277-8390 OR MARINE VHF-FM ON CH-13/CH-16 TO BE PLACED IN THE QUEUE.4. DREDGE HURLEY WILL COORDINATE QUEUE CLEARING AT THE CONCLUSION OF THE 24-HOUR PERIOD.5. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUESTED TO TRANSIT THE AREA AT A SAFE SPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS WITH THE DREDGE HURLEY.BT"
2024-09-19 17:53:37,SEC LMR BNM 0031-24,dredging,MM 734 LMR,MISSISSIPPI-LO,734.0,734.0,LMR,Lower Mississippi,SAFETY,"1. MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE VESSEL JADWIN WILL BE CONDUCTING DREDGING OPERATIONS IVO MM 734 LMR, COMMENCING 0600 ON 20 SEP 2024.2. ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APPROXIMATELY 24 HOURS WITH ROLLING CLOSURES THEREAFTER.3. ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT DREDGE JADWIN VIA TELEPHONE AT 601-618-2157 OR MARINE VHF-FM ON CH-13/CH-16 TO BE PLACED IN THE QUEUE.4. DREDGE JADWIN WILL COORDINATE QUEUE CLEARING AT THE CONCLUSION OF THE 24 HOUR PERIOD.5. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUESTED TO TRANSIT THE AREA AT SAFE SPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS WITH DREDGE JADWIN. BT"
2024-09-20 11:23:33,SEC LMR BNM 0032-24,shoaling,MM 24,RED,24.0,24.0,RED RIVER,Lower Mississippi,SAFETY,1. THE CG RCVD RPT OF SHOALING IVO MM 24 ON THE RED RIVER. ALL MARINERS ARE ADVISED TO TRANSIT THE AREA WITH CAUTION. BT
2024-09-25 11:56:15,CCGD8 BNM 0075-24,shoaling,,,,,FL - GULF OF MEXICO,D8,SAFETY,"1. AS HURRICANE HELENE APPROACHES, AIDS TO NAVIGATION AND STRUCTURES IN THE GULF OF MEXICO AND SURROUNDING WATERS MAY BE DAMAGED OR DESTROYED. BUOYS MAY MOVE FROM ASSIGNED POSITIONS, SINK, BE DAMAGED, EXTINGUISHED, OR OTHERWISE MADE INOPERATIVE. MARINERS SHOULD NOT SOLELY RELY UPON THE POSITION OR OPERATION OF AN AID TO NAVIGATION IN THESE AREAS, BUT SHOULD EMPLOY SUCH OTHER AVAILABLE METHODS OF DETERMINING POSITION. WRECKS, SUBMERGED OBSTRUCTIONS AND PIPELINES MAY MOVE FROM CHARTED LOCATIONS OR BECOME UNCOVERED DUE TO THE FORCE OF STORM SURGE. STORM SURGE AND WINDS MAY CREATE SHOALS. DRAWBRIDGES MAY DEVIATE FROM NORMAL OPERATING PROCEDURES AND MAY BE UNABLE TO OPEN DUE TO HIGH WINDS OR TO FACILITATE EVACUATION OF LAND TRAFFIC. MARINERS SHOULD ANTICIPATE BRIDGE CLOSURES BY LISTENING TO THE NATIONAL WEATHER SERVICE AND COAST GUARD BROADCASTS ON TROPICAL WEATHER CONDITIONS. LOCKS AND NAVIGATION STRUCTURES WILL PASS NAVIGATION UNTIL SUCH TIME THAT WATER LEVELS AND WIND CONDITIONS WARRANT OPERATIONS UNSAFE. THE STRUCTURES WILL THEN CLOSE IN ACCORDANCE WITH HURRICANE PROCEDURES. BECAUSE OF THE UNCERTAINTY OF STORM MOVEMENTS AND NAVIGATION STRUCTURE CLOSURES, MARINERS SHOULD SEEK PASSAGE AND SAFE HARBOR WELL IN ADVANCE OF THE ARRIVAL OF GALE FORCE WINDS.2. ALL SECTORS SHOULD BROADCAST SPANISH AND VIETNAMESE VERSIONS, AS APPROPRIATE. SECTORS SHOULD UTILIZE THE FOREIGN LANGUAGE INTERPRETER SERVICES.CANCEL AT//271200Z SEP 24// BT"
2024-10-04 15:32:34,SEC LMR BNM 0034-24,dredging,MM 541 LMR,MISSISSIPPI-LO,541.0,541.0,MM 541 LMR,Lower Mississippi,SAFETY,"1. MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE VESSEL JADWINWILL BE CONDUCTING DREDGING OPERATIONS IVO MM 541 LMR, COMMENCING 0600 05 OCT2024.2. ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APPROXIMATELY 24 HOURSWITH ROLLING CLOSURES THEREAFTER.3. ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT DREDGE JADWIN VIATELEPHONE AT 601-618-2157 OR MARINE VHF-FM ON CH-13/CH-16 TO BE PLACED IN THEQUEUE.4. DREDGE JADWIN WILL COORDINATE QUEUE CLEARING AT THE CONCLUSION OF THE 24 HOURPERIOD.5. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUESTED TO TRANSIT THE AREA AT SAFESPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS WITH DREDGEJADWIN. BT"
2024-10-04 17:45:40,SEC LMR BNM 0036-24,dredging,MM 711 LMR,MISSISSIPPI-LO,711.0,711.0,LMR,Lower Mississippi,SAFETY,"1. MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE VESSEL HURLEYWILL BE CONDUCTING DREDGING OPERATIONS AT MM 711 LMR, COMMENCING ON ORABOUT 0600, 05 OCT 2024.2. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUESTED TO TRANSIT THE AREA AT SAFESPEED AND TO PROCEED WITH CAUTION. BT"
2024-04-01 17:28:52,CCGD8 BNM 0022-24,shoaling,,,,,LA - GULF OF MEXICO,D8,SAFETY,"A POTENTIAL SUBSEA FLAMMABLE HAZARD HAS BEEN REPORTED IN THE GULF OF MEXICO, SHIP SHOAL AREA, BLOCK 277, NEAR PLATFORM A, IN APPROXIMATE POSITION 28-17-59.7516N 091-05-15.2844W. MARINERS SHOULD MAINTAIN A 0.5 NAUTICAL MILE DISTANCE FROM AREA.CANCEL AT//150500Z APR 24// BT"
2024-07-03 15:45:20,SEC LMR BNM 0103-24,dredging,,,,,LAKE MCKELLAR,Lower Mississippi,SAFETY,"1. MARINERS ARE ADVISED THAT USACE CONTRACT DREDGE MIDWAY WILL BE CONDUCTING DREDGING OPERATIONS AT MCKELLAR LAKE FROM 04 JUL TO APPROXIMATELY 18JUL.2. MARINERS SHOULD EXPECT INTERMITTENT CLOSURES.3. CONCERNED TRAFFIC SHOULD CONTACT THE DREDGE ON CH. 13 OR CH. 71 TO MAKE PASSING ARRANGEMENTS.4. AFTER MAKING PASSING ARRANGEMENTS WITH DREDGE MIDWAY, MARINERS ARE DIRECTED TO TRANSIT THE AREA AT A SAFE SPEED AND TO PROCEED WITH CAUTION. BT"
2024-07-05 08:16:08,SEC LMR BNM 0014-24,dredging,,,,,LMR,Lower Mississippi,SAFETY,"P R 051145Z JUL 24FM COMCOGARD SECTOR LOWER MISSISSIPPI RIVER MEMPHIS TNTO CCGDEIGHT NEW ORLEANS LAINFO COGARD NAVCEN ALEXANDRIA VANGA NAVSAFETY WASHINGTON DCBTUNCLASSUBJ: BROADCAST NOTICE TO MARINERS CORRECTIONSEC LMR BNM 0014-24LAKE MCKELLAR1. MARINERS ARE ADVISED THAT USACE CONTRACT DREDGE MIDWAY WILL BE CONDUCTINGDREDGING OPERATIONS AT MCKELLAR LAKE FROM 04JULY TO APPROXIMATELY 18JUL.2. MARINERS SHOULD EXPECT INTERMITTENT CLOSURES.3. CONCERNED TRAFFIC SHOULD CONTACT THE DREDGE ON CH 13 OR CH71 TO MAKE PASSINGARRANGEMENTS.4.AFTER MAKING PASSING ARRANGEMENTS WITH DREDGE MIDWAY, MARINERS ARE DIRECTED TOTRANSIT THE AREA AT SAFE SPEED AND TO PROCEED WITH CAUTION.BT"
2024-07-05 11:15:06,CCGD8 BNM 0050-24,shoaling,,,,,"TX, LA- GULF OF MEXICO",D8,SAFETY,"1. WITH THE APPROACH OF HURRICANE BERYL, AIDS TO NAVIGATION AND STRUCTURES IN THE GULF OF MEXICO AND SURROUNDING WATERS MAY BE DAMAGED OR DESTROYED. LIGHTED AND UNLIGHTED BUOYS MAY MOVE FROM ASSIGNED POSITIONS, SINK, BE DAMAGED, EXTINGUISHED, OR OTHERWISE MADE INOPERATIVE. MARINERS SHOULD NOT RELY UPON THE POSITION OR OPERATION OF AN AID TO NAVIGATION IN THESE AREAS, BUT SHOULD EMPLOY SUCH OTHER METHODS OF DETERMINING POSITION AS MAY BE AVAILABLE. WRECKS AND SUBMERGED OBSTRUCTIONS MAY MOVE FROM CHARTED LOCATIONS AND PIPELINES MAY BECOME UNCOVERED OR MOVE DUE TO THE FORCE OF STORM SURGE. STORM SURGE AND WINDS MAY CREATE SHOALS IN AFFECTED WATERS. DRAWBRIDGES MAY DEVIATE FROM NORMAL OPERATING PROCEDURES AND SOME BRIDGES MAY BE UNABLE TO OPEN DUE TO HIGH WINDS OR TO FACILITATE EVACUATION OF LAND TRAFFIC. MARINERS SHOULD ANTICIPATE BRIDGE CLOSURES BY LISTENING TO THE NATIONAL WEATHER SERVICE AND COAST GUARD BROADCASTS ON HURRICANE CONDITIONS. BECAUSE OF THE UNCERTAINTY OF HURRICANE MOVEMENTS AND BRIDGE CLOSURES, MARINERS SHOULD SEEK PASSAGE THROUGH DRAWBRIDGES WELL IN ADVANCE OF THE ARRIVAL OF GALE FORCE WINDS. LOCKS AND NAVIGATION STRUCTURES WILL PASS NAVIGATION UNTIL SUCH TIME THAT WATER LEVELS AND WIND CONDITIONS WARRANT OPERATIONS UNSAFE. THE STRUCTURES WILL THEN CLOSE IN ACCORDANCE WITH HURRICANE PROCEDURES. MARINERS WILL BE GIVEN AS MUCH NOTICE AS POSSIBLE WHEN STRUCTURES ARE TO CLOSE; HOWEVER, THESE STRUCTURES MAY CLOSE ON SHORT NOTICE OR WELL IN ADVANCE OF THE ACTUAL STORM. MARINERS SHOULD SEEK SAFE HARBOR AS SOON AS POSSIBLE.2. ALL SECTORS SHOULD BROADCAST SPANISH AND VIETNAMESE VERSIONS, AS APPROPRIATE. SECTORS SHOULD UTILIZE THE FOREIGN LANGUAGE INTERPRETER SERVICES.CANCEL AT//080800Z JUL 24// BT"
2024-07-27 21:40:13,SEC LMR BNM 0015-24,shoaling,MM 520.5 LMR;LMR 30-50,MISSISSIPPI-LO,30.0,520.5,MM 520.5 LMR,Lower Mississippi,SAFETY,A. SHOALING HAS BEEN REPORTED ON THE LMR AT THE FOLLOWING LOCATIONS:1. MM 520.5 LMR 30-50 FEET INSIDE THE GREEN BUOY LINEB. ALL MARINERS ARE ADVISED TO PROCEED WITH CAUTION WHILE TRANSITING THE AREA.FOR QUESTIONS OR CONCERNS PLEASE CONTACT WESTERN RIVERS COMMAND CENTER AT 314-269-2332. BT
