survey_id,year,date,lat,lon,milemarker
LM_07_FMB_20170715_CS,2017,2017-07-15,32.7125049048158,-91.06140002704706,476.0
LM_07_FMB_20170715_CS_MB_46775_46825,2017,2017-07-15,32.630920152680446,-91.1498169245758,468.0
LM_07_FMB_20170716_CS_MB_46725_46775,2017,2017-07-16,32.624530430512,-91.15001171489564,467.0
LM_07_FMB_20170717_CS,2017,2017-07-17,32.62835582582701,-91.11303378613046,469.0
LM_07_FMB_20170718_CS,2017,2017-07-18,32.537480077029784,-91.1042366856842,460.0
LM_07_FMB_20170725_CS,2017,2017-07-25,32.474163845717456,-91.09822866052248,455.0
LM_07_FMB_20180702_CS_4530_4784,2018,2018-07-02,32.70218329371342,-91.07680680468393,475.0
LM_07_FMB_20180703_CS_4530_4784,2018,2018-07-03,32.605004599353904,-91.14094795041454,466.0
LM_07_FMB_20180707_CS_4530_4784,2018,2018-07-07,32.560967301895914,-91.11110829221462,462.0
LM_07_FMB_20180708_CS_4530_4784,2018,2018-07-08,32.496610770923894,-91.10760921117316,457.0
LM_07_FMB_20180709_CS_4530_4784,2018,2018-07-09,32.45371583047857,-91.08734362043924,454.0
LM_07_FMB_20180808_CS_MB_4715_4720,2018,2018-08-08,32.670567606421685,-91.10989989481294,472.0
LM_07_FMB_20180809_CS_MB_4710_4715,2018,2018-08-09,32.66825527315514,-91.1183807447052,471.0
LM_07_FMB_20180811_CS_MB_4705_4710,2018,2018-08-11,32.66998398607154,-91.13162747396817,471.0
LM_07_FMB_20180812_CS_MB_4695_4700,2018,2018-08-12,32.666386604956095,-91.15242712926369,470.0
LM_07_FMB_20180812_CS_MB_4700_4705,2018,2018-08-12,32.669435238373374,-91.14470035077588,470.0
LM_07_FMB_20180813_CS_MB_4685_4690,2018,2018-08-13,32.648569896285,-91.1563421795978,469.0
LM_07_FMB_20180813_CS_MB_4690_4695,2018,2018-08-13,32.66017266701207,-91.15652388855511,469.0
LM_07_FMB_20180814_CS_MB_4675_4680,2018,2018-08-14,32.629103813319915,-91.15569546526788,468.0
LM_07_FMB_20180814_CS_MB_4680_4685,2018,2018-08-14,32.63852234228486,-91.15724226561802,468.0
LM_07_FMB_20190402_CS_4764_4786,2019,2019-04-02,32.724728045311025,-91.06080078069807,477.0
LM_07_FMB_20190403_CS_4720_4762,2019,2019-04-03,32.690866534178745,-91.07907563195688,474.0
LM_07_FMB_20190404_CS_4634_4676,2019,2019-04-04,32.5996545382466,-91.13565490037143,465.0
LM_07_FMB_20190408_CS_4600_4632,2019,2019-04-08,32.55442810645847,-91.10615694460267,462.0
LM_07_FMB_20190409_CS_4554_4598,2019,2019-04-09,32.50115648612677,-91.10949245569893,458.0
LM_07_FMB_20190410_CS_4530_4552,2019,2019-04-10,32.459330056884696,-91.09182329360108,454.0
LM_07_FMB_20190622_CS_MB_4710_4715,2019,2019-06-22,32.66931211850458,-91.11522300482312,471.0
LM_07_FMB_20190622_CS_MB_4715_4720,2019,2019-06-22,32.67142532540197,-91.10829207965276,472.0
LM_07_FMB_20190623_CS_MB_4705_4710,2019,2019-06-23,32.6664494344362,-91.12487469550582,471.0
LM_07_FMB_20190624_CS_MB_4700_4705,2019,2019-06-24,32.665677189876305,-91.1388571179474,470.0
LM_07_FMB_20190625_CS_MB_4695_4700,2019,2019-06-25,32.66168401889849,-91.14522257789471,470.0
LM_07_FMB_20190627_CS_MB_4685_4690,2019,2019-06-27,32.645820569705684,-91.14687214801285,469.0
LM_07_FMB_20190629_CS_MB_4675_4680,2019,2019-06-29,32.63068772755236,-91.14977054959915,468.0
LM_07_FMB_20190702_CS_MB_4670_4675,2019,2019-07-02,32.6265303255346,-91.14999002681436,468.0
LM_07_FMB_20190703_CS_MB_4690_4695,2019,2019-07-03,32.656037275186485,-91.14690218364704,470.0
LM_07_FMB_20190704_CS_MB_4680_4685,2019,2019-07-04,32.63786410004262,-91.14911893100692,468.0
LM_07_FMB_20190903_CS_4670_4720_SPECIAL,2019,2019-09-03,32.647062907670254,-91.13260682010728,470.0
LM_08_MVF_20150626_CS_4918_4958,2015,2015-06-26,32.871897121315456,-91.09169256916772,494.0
LM_08_MVF_20150627_CS_4890_4916,2015,2015-06-27,32.83617113299675,-91.129558907185,490.0
LM_08_MVF_20150718_CS_4876_4888,2015,2015-07-18,32.810717491040926,-91.14428100630808,488.0
LM_08_MVF_20150719_CS_4838_4874,2015,2015-07-19,32.77405210728279,-91.14715166197142,486.0
LM_08_MVF_20150720_CS_4824_4888,2015,2015-07-20,32.7766083387583,-91.14780745313372,486.0
LM_08_MVF_20150722_CS_4786_4822,2015,2015-07-22,32.739365936018984,-91.105636054725,480.0
LM_08_MVF_20160719_CS_4922_4958,2016,2016-07-19,32.87416165605853,-91.08923437105707,494.0
LM_08_MVF_20160720_CS_4890_4920,2016,2016-07-20,32.838262126435566,-91.12724304891064,491.0
LM_08_MVF_20160721_CS_4876_4889,2016,2016-07-21,32.81160513973968,-91.14654506551707,488.0
LM_08_MVF_20160726_CS_4846_4874,2016,2016-07-26,32.780103749935385,-91.15264876827838,486.0
LM_08_MVF_20160727_CS_4820_4842,2016,2016-07-27,32.74355512415039,-91.14948595849611,483.0
LM_08_MVF_20160728_CS_4786_4818,2016,2016-07-28,32.73632980884835,-91.1020835557113,480.0
LM_08_MVF_20170609_CS_MB_48975_49025,2017,2017-06-09,32.83582391702532,-91.14019980450588,490.0
LM_08_MVF_20170610_CS_MB_48925_48975,2017,2017-06-10,32.82687615742945,-91.13591606782552,490.0
LM_08_MVF_20170624_CS_MB_48875_48925,2017,2017-06-24,32.82067933417596,-91.14031492053446,489.0
LM_08_MVF_20170625_CS_MB_48825_48875,2017,2017-06-25,32.814669652799644,-91.14339947112263,489.0
LM_08_MVF_20170628_CS_MB_48775_48825,2017,2017-06-28,32.8071144241198,-91.14567366504026,488.0
LM_08_MVF_20170629_CS_MB_48725_48775,2017,2017-06-29,32.80069786059899,-91.14772712120528,488.0
LM_08_MVF_20170630_CS_MB_48625_48675,2017,2017-06-30,32.786972404239826,-91.15339145246678,487.0
LM_08_MVF_20170630_CS_MB_48675_48725,2017,2017-06-30,32.79388757515686,-91.15046163158232,487.0
LM_08_MVF_20170701_CS_MB_48525_48575,2017,2017-07-01,32.773757687890324,-91.15257962365776,486.0
LM_08_MVF_20170701_CS_MB_48575_48625,2017,2017-07-01,32.77981135575566,-91.15170769364488,486.0
LM_08_MVF_20170702_CS_MB_48425_48475,2017,2017-07-02,32.75964417791008,-91.15335791215848,485.0
LM_08_MVF_20170707_CS_MB_48375_48425,2017,2017-07-07,32.75652305021422,-91.14899890738135,484.0
LM_08_MVF_20170707_CS_MB_48475_48525,2017,2017-07-07,32.76579313178217,-91.15151807553464,485.0
LM_08_MVF_20170708_CS_MB_48325_48375,2017,2017-07-08,32.749259002378665,-91.14712511322529,484.0
LM_08_MVF_20170709_CS_MB_48275_48325,2017,2017-07-09,32.74444299073945,-91.14368391197944,483.0
LM_08_MVF_20170710_CS,2017,2017-07-10,32.871980711127314,-91.09176850452262,494.0
LM_08_MVF_20170711_CS,2017,2017-07-11,32.79120332524094,-91.10848688277972,487.0
LM_08_MVF_20170711_CS_MB_48175_48225,2017,2017-07-11,32.73698290529292,-91.13263852030543,482.0
LM_08_MVF_20170712_CS_MB_48075_48125,2017,2017-07-12,32.7379804889761,-91.11586922454326,481.0
LM_08_MVF_20170712_CS_MB_48125_48175,2017,2017-07-12,32.73951406516327,-91.12443675404158,481.0
LM_08_MVF_20170712_CS_MB_48225_48275,2017,2017-07-12,32.740970714955154,-91.13664263002268,482.0
LM_08_MVF_20170713_CS_MB_47975_48025,2017,2017-07-13,32.73652254619209,-91.10069125189614,480.0
LM_08_MVF_20170713_CS_MB_48025_48075,2017,2017-07-13,32.73672701981518,-91.10736517449077,480.0
LM_08_MVF_20180628_CS_4786_4958,2018,2018-06-28,32.8670201964288,-91.09765954890057,493.0
LM_08_MVF_20180629_CS_4786_4958,2018,2018-06-29,32.786180722025435,-91.10853030992966,487.0
LM_08_MVF_20180730_CS_MB_4895_4900,2018,2018-07-30,32.83477957504723,-91.140255160967,490.0
LM_08_MVF_20180731_CS_MB_4890_4895,2018,2018-07-31,32.82908368559959,-91.14270489157435,490.0
LM_08_MVF_20180801_CS_MB_4885_4890,2018,2018-08-01,32.8223124272758,-91.14565931461728,489.0
LM_08_MVF_20180802_CS_488_481,2018,2018-08-02,32.769062538792824,-91.13859783105094,485.0
LM_08_MVF_20180809_CS_MB_4880_4885,2018,2018-08-09,32.81533309407132,-91.14795667724962,489.0
LM_08_MVF_20180810_CS_MB_4875_4880,2018,2018-08-10,32.80845523359884,-91.1503254856592,488.0
LM_08_MVF_20180811_CS_MB_4870_4875,2018,2018-08-11,32.80165483496264,-91.15379571182586,488.0
LM_08_MVF_20180812_CS_MB_4865_4870,2018,2018-08-12,32.7943838114032,-91.15576556689936,487.0
LM_08_MVF_20180817_CS_MB_4860_4865,2018,2018-08-17,32.78712210556871,-91.15555805262028,487.0
LM_08_MVF_20180822_CS_MB_4850_4855,2018,2018-08-22,32.77224064266468,-91.15592981441426,485.0
LM_08_MVF_20180822_CS_MB_4855_4860,2018,2018-08-22,32.78012637554663,-91.15493985855896,486.0
LM_08_MVF_20180823_CS_MB_4845_4850,2018,2018-08-23,32.76531457497117,-91.15475206123136,485.0
LM_08_MVF_20180824_CS_MB_4835_4840,2018,2018-08-24,32.75319306079257,-91.15168425014072,484.0
LM_08_MVF_20180824_CS_MB_4840_4845,2018,2018-08-24,32.75956033477141,-91.153344753796,485.0
LM_08_MVF_20180825_CS_MB_4798_4800,2018,2018-08-25,32.73572310440246,-91.10109469148216,480.0
LM_08_MVF_20180825_CS_MB_4800_4805,2018,2018-08-25,32.73610159353562,-91.10800082686548,480.0
LM_08_MVF_20180825_CS_MB_4830_4835,2018,2018-08-25,32.74672970060504,-91.15061144961504,484.0
LM_08_MVF_20180826_CS_MB_4805_4810,2018,2018-08-26,32.73781019087077,-91.11649975316551,481.0
LM_08_MVF_20180827_CS_MB_4810_4815,2018,2018-08-27,32.738547813889085,-91.1243287243962,481.0
LM_08_MVF_20180827_CS_MB_4820_4825,2018,2018-08-27,32.736187606409985,-91.14116377385209,483.0
LM_08_MVF_20180827_CS_MB_4825_4830,2018,2018-08-27,32.74081250823467,-91.1470547156687,483.0
LM_08_MVF_20180828_CS_MB_4815_4820,2018,2018-08-28,32.739962632251554,-91.13225611671768,482.0
LM_08_MVF_20190401_CS_4786_4800,2019,2019-04-01,32.734980604339384,-91.08689190418676,479.0
LM_08_MVF_20190423_CS_4940_4958,2019,2019-04-23,32.88534711130646,-91.07769891389532,495.0
LM_08_MVF_20190501_CS_4937_4938,2019,2019-05-01,32.869107831032494,-91.09112350569912,494.0
LM_08_MVF_20190501_CS_MB_4935_4940,2019,2019-05-01,32.87353599755983,-91.087132547159,494.0
LM_08_MVF_20190502_CS_4934_4936,2019,2019-05-02,32.86807290702011,-91.09234263699308,494.0
LM_08_MVF_20190502_CS_MB_4925_4930,2019,2019-05-02,32.86264784332229,-91.09944462351804,493.0
LM_08_MVF_20190502_CS_MB_4930_4935,2019,2019-05-02,32.867556484123206,-91.09339693492788,493.0
LM_08_MVF_20190503_CS_4928_4932,2019,2019-05-03,32.86256167859612,-91.09864134634648,493.0
LM_08_MVF_20190508_CS_4924_4926,2019,2019-05-08,32.85747161855481,-91.10442197666748,493.0
LM_08_MVF_20190508_CS_MB_4920_4925,2019,2019-05-08,32.85713394508164,-91.1050003672467,492.0
LM_08_MVF_20190509_CS_4918_4922,2019,2019-05-09,32.85219870523414,-91.11040892725896,492.0
LM_08_MVF_20190509_CS_MB_4915_4920,2019,2019-05-09,32.85223855280628,-91.11047382200228,492.0
LM_08_MVF_20190512_CS_4914_4916,2019,2019-05-12,32.84756993697781,-91.1162785646871,492.0
LM_08_MVF_20190512_CS_MB_4910_4915,2019,2019-05-12,32.84723555901385,-91.1162031778704,492.0
LM_08_MVF_20190513_CS_4908_4912,2019,2019-05-13,32.842171141060675,-91.12251319398004,491.0
LM_08_MVF_20190513_CS_MB_4905_4910,2019,2019-05-13,32.84194133573545,-91.12226805733977,491.0
LM_08_MVF_20190514_CS_4900_4906,2019,2019-05-14,32.83520948419505,-91.13084270622932,490.0
LM_08_MVF_20190514_CS_MB_4900_4905,2019,2019-05-14,32.837350334451365,-91.12842516765684,491.0
LM_08_MVF_20190522_CS_MB_4890_4895,2019,2019-05-22,32.82699044125026,-91.13661244747276,490.0
LM_08_MVF_20190522_CS_MB_4895_4900,2019,2019-05-22,32.83283770302627,-91.13301709705608,490.0
LM_08_MVF_20190524_CS_MB_4885_4890,2019,2019-05-24,32.820787711391766,-91.14127631237407,489.0
LM_08_MVF_20190525_CS_MB_4880_4885,2019,2019-05-25,32.8144340260738,-91.14323888708458,489.0
LM_08_MVF_20190526_CS_MB_4875_4880,2019,2019-05-26,32.807072791009055,-91.14576264751037,488.0
LM_08_MVF_20190528_CS_MB_4870_4875,2019,2019-05-28,32.800706926536016,-91.14781702230847,488.0
LM_08_MVF_20190529_CS_MB_4865_4870,2019,2019-05-29,32.793798985161175,-91.15019758405852,487.0
LM_08_MVF_20190530_CS_MB_4860_4865,2019,2019-05-30,32.786903291469244,-91.15345726057366,487.0
LM_08_MVF_20190531_CS_MB_4850_4855,2019,2019-05-31,32.772141617390844,-91.15583039160312,485.0
LM_08_MVF_20190531_CS_MB_4855_4860,2019,2019-05-31,32.77981355882537,-91.1550542223391,486.0
LM_08_MVF_20190601_CS_MB_4845_4850,2019,2019-06-01,32.7654298866504,-91.15471490246284,485.0
LM_08_MVF_20190602_CS_MB_4840_4845,2019,2019-06-02,32.759591765280845,-91.1534953660824,485.0
LM_08_MVF_20190603_CS_MB_4830_4835,2019,2019-06-03,32.74922580658418,-91.14728128288571,484.0
LM_08_MVF_20190603_CS_MB_4835_4840,2019,2019-06-03,32.75357817855702,-91.14918213600768,484.0
LM_08_MVF_20190605_CS_MB_4825_4830,2019,2019-06-05,32.74443635855922,-91.14432725875834,483.0
LM_08_MVF_20190612_CS_MB_4820_4825,2019,2019-06-12,32.74174841639299,-91.13746601942792,482.0
LM_08_MVF_20190613_CS_MB_4815_4820,2019,2019-06-13,32.73976805327837,-91.13087012355312,482.0
LM_08_MVF_20190619_CS_MB_4810_4815,2019,2019-06-19,32.73842260566949,-91.12370176883586,481.0
LM_08_MVF_20190620_CS_MB_4805_4810,2019,2019-06-20,32.73749866568024,-91.11605348548292,481.0
LM_08_MVF_20190621_CS_MB_4795_4800,2019,2019-06-21,32.736517151151354,-91.10101358252902,480.0
LM_08_MVF_20190621_CS_MB_4800_4805,2019,2019-06-21,32.736667261662674,-91.10731603146628,480.0
LM_08_MVF_20200630_CS_4810_4880_SPECIAL,2020,2020-06-30,32.76901359629514,-91.13862642344394,485.0
LM_08_MVF_20201006_CS_4800_4890_SPECIAL,2020,2020-10-06,32.77632800502507,-91.13053091318729,486.0
LM_08_MVF_20201119_CS_4850_4880_SPECIAL,2020,2020-11-19,32.787299859920594,-91.15569101679608,487.0
LM_09_LPM_20150604_CS_5226_5234,2015,2015-06-04,33.190118124210144,-91.08886941483868,523.0
LM_09_LPM_20150605_CS_5194_5224,2015,2015-06-05,33.16199502820875,-91.08847253386848,521.0
LM_09_LPM_20150610_CS_5172_5194,2015,2015-06-10,33.127120232861564,-91.10228488278592,518.0
LM_09_LPM_20150611_CS_5140_5170,2015,2015-06-11,33.11912683692604,-91.13748043739795,516.0
LM_09_LPM_20150612_CS_5114_5142,2015,2015-06-12,33.085983526093685,-91.16194753822532,513.0
LM_09_LPM_20150613_CS_5072_5112,2015,2015-06-13,33.034919587724666,-91.1582054317314,509.0
LM_09_LPM_20150614_CS_5034_5070,2015,2015-06-14,32.98189443895916,-91.1568436003352,505.0
LM_09_LPM_20150615_CS_4992_5032,2015,2015-06-15,32.95219048881776,-91.10782073141246,501.0
LM_09_LPM_20150616_CS_4958_4990,2015,2015-06-16,32.917079246219224,-91.07302853815496,497.0
LM_09_LPM_20160723_CS_5202_5234,2016,2016-07-23,33.17410523084517,-91.08813946277378,522.0
LM_09_LPM_20160724_CS_5158_5200,2016,2016-07-24,33.12945577738231,-91.11002893322188,518.0
LM_09_LPM_20160725_CS_5126_5156,2016,2016-07-25,33.10896847209661,-91.15928154934583,514.0
LM_09_LPM_20160726_CS_5087_5124,2016,2016-07-26,33.05155283954511,-91.15761538921971,510.0
LM_09_LPM_20160727_CS_5048_5082,2016,2016-07-27,32.997888421719274,-91.16067390814736,507.0
LM_09_LPM_20160728_CS_4998_5046,2016,2016-07-28,32.956629274572364,-91.12335779991987,502.0
LM_09_LPM_20160729_CS_4976_4996,2016,2016-07-29,32.934446696809104,-91.0731610767893,499.0
LM_09_LPM_20160803_CS_4958_4974,2016,2016-08-03,32.905068324228886,-91.06716834688812,497.0
LM_09_LPM_20170628_CS,2017,2017-06-28,33.161416145940485,-91.0963641208548,521.0
LM_09_LPM_20170629_CS,2017,2017-06-29,33.11697171072909,-91.13083664031028,516.0
LM_09_LPM_20170630_CS,2017,2017-06-30,33.080159349337094,-91.16345318692736,512.0
LM_09_LPM_20170706_CS,2017,2017-07-06,33.03202982232888,-91.15839500089564,509.0
LM_09_LPM_20170707_CS,2017,2017-07-07,32.97945257574212,-91.1508058854351,505.0
LM_09_LPM_20170708_CS,2017,2017-07-08,32.93794952777205,-91.09267908185048,500.0
LM_09_LPM_20170709_CS,2017,2017-07-09,32.90105774505754,-91.07205866212182,496.0
LM_09_LPM_20180606_CS_4958_5234,2018,2018-06-06,33.19023153856063,-91.08879683476644,523.0
LM_09_LPM_20180607_CS_4958_5234,2018,2018-06-07,33.149150642599864,-91.09388016447588,520.0
LM_09_LPM_20180608_CS_4958_5234,2018,2018-06-08,33.114516847058084,-91.14008526490728,516.0
LM_09_LPM_20180609_CS_4958_5234,2018,2018-06-09,33.06035241020517,-91.1600911312632,511.0
LM_09_LPM_20180610_CS_4958_5234,2018,2018-06-10,33.00152120487997,-91.15913580271524,507.0
LM_09_LPM_20180611_CS_4958_5234,2018,2018-06-11,32.96393537464112,-91.15414225471132,504.0
LM_09_LPM_20180612_CS_4958_5234,2018,2018-06-12,32.95017387074071,-91.10719748567416,501.0
LM_09_LPM_20180613_CS_4958_5234,2018,2018-06-13,32.91425135813555,-91.07398269330172,497.0
LM_09_LPM_20190404_CS_5220_5234,2019,2019-04-04,33.187812406895056,-91.0886467198173,523.0
LM_09_LPM_20190406_CS_5206_5224,2019,2019-04-06,33.16642913928577,-91.08827373003383,521.0
LM_09_LPM_20190407_CS_5170_5204,2019,2019-04-07,33.13344295829115,-91.0984540579082,519.0
LM_09_LPM_20190408_CS_5148_5168,2019,2019-04-08,33.110942788312315,-91.13536644523894,516.0
LM_09_LPM_20190410_CS_5120_5150,2019,2019-04-10,33.106999173440585,-91.1413094189,515.0
LM_09_LPM_20190411_CS_5088_5134,2019,2019-04-11,33.05920798527639,-91.15534164046647,511.0
LM_09_LPM_20190416_CS_5036_5086,2019,2019-04-16,32.99117652875213,-91.15697407791764,506.0
LM_09_LPM_20190417_CS_4978_5036,2019,2019-04-17,32.947070031608575,-91.10562550531326,501.0
LM_09_LPM_20190418_CS_4958_4976,2019,2019-04-18,32.906713097343065,-91.0718507224086,497.0
LM_09_LPM_20190727_CS_5048_5082,2019,2019-07-27,32.997888421719274,-91.16067390814736,507.0
LM_09_LPM_20200525_CS_4958_4986,2020,2020-05-25,32.91417865649628,-91.06788116477146,497.0
LM_09_LPM_20200526_CS_4958_5016,2020,2020-05-26,32.92676212893449,-91.092368393885,499.0
LM_09_LPM_20200527_CS_5018_5044,2020,2020-05-27,32.963214272851005,-91.14010564955905,503.0
LM_09_LPM_20200528_CS_5046_5082,2020,2020-05-28,32.995596272932886,-91.15724899057926,506.0
LM_09_LPM_20200529_CS_5076_5116,2020,2020-05-29,33.04345297676577,-91.15722441903338,510.0
LM_09_LPM_20200603_CS_5116_5144,2020,2020-06-03,33.090037929874946,-91.16512616653252,513.0
LM_09_LPM_20200604_CS_5146_5188,2020,2020-06-04,33.119360548138864,-91.12322364949908,517.0
LM_09_LPM_20200605_CS_5148_5182,2020,2020-06-05,33.1276884133314,-91.13381484293488,516.0
LM_09_LPM_20200606_CS_5190_5234,2020,2020-06-06,33.16516347515035,-91.08971197624824,521.0
LM_10_SSL_20150517_CS_5278_5290,2015,2015-05-17,33.26169542235489,-91.11847975170684,528.0
LM_10_SSL_20150518_CS_5270_5276,2015,2015-05-18,33.251895925362845,-91.10638924424616,527.0
LM_10_SSL_20150519_CS_5234_5268,2015,2015-05-19,33.22328559179296,-91.102154998753,525.0
LM_10_SSL_20160625_CS_5284_5290,2016,2016-06-25,33.26535896434001,-91.12617416255031,529.0
LM_10_SSL_20160626_CS_5254_5282,2016,2016-06-26,33.24399474153483,-91.1090535810378,527.0
LM_10_SSL_20160627_CS_5234_5252,2016,2016-06-27,33.20783431885115,-91.09363770501126,524.0
LM_10_SSL_20170605_CS,2017,2017-06-05,33.349481427526285,-91.14211076624146,536.0
LM_10_SSL_20170606_CS,2017,2017-06-06,33.33110370209019,-91.15780441381304,535.0
LM_10_SSL_20170607_CS,2017,2017-06-07,33.28245032001664,-91.14511277457208,530.0
LM_10_SSL_20170608_CS,2017,2017-06-08,33.24747178765298,-91.10876622939564,527.0
LM_10_SSL_20170609_CS,2017,2017-06-09,33.211653778425216,-91.09734338881388,525.0
LM_10_SSL_20180530_CS_5234_5368,2018,2018-05-30,33.323665038546,-91.1574943549904,534.0
LM_10_SSL_20180531_CS_5234_5368,2018,2018-05-31,33.25492679085497,-91.12190094347623,528.0
LM_10_SSL_20180601_CS_5234_5368,2018,2018-06-01,33.21191784716985,-91.09475059691404,525.0
LM_10_SSL_20190322_CS_5234_5238,2019,2019-03-22,33.19845702610523,-91.09034417287964,524.0
LM_10_SSL_20190323_CS_5240_5278,2019,2019-03-23,33.22883607745897,-91.10539674407536,526.0
LM_10_SSL_20190324_CS_5254_5326,2019,2019-03-24,33.26527076287544,-91.1351399508817,529.0
LM_10_SSL_20190325_CS_5328_5368,2019,2019-03-25,33.33641200115093,-91.15956776530358,535.0
LM_10_SSL_20200514_CS_5234_5266,2020,2020-05-14,33.221376655116245,-91.10087796468406,525.0
LM_10_SSL_20200515_CS_5266_5324,2020,2020-05-15,33.27097989446961,-91.13365750584906,529.0
LM_10_SSL_20200717_CS_5245_5265_SPECIAL,2020,2020-07-17,33.224056365468186,-91.1037620324767,526.0
LM_11_YBS_20150430_CS_5492_5502,2015,2015-04-30,33.51153013735566,-91.18634208637532,550.0
LM_11_YBS_20150501_CS_5446_5490,2015,2015-05-01,33.48537380290144,-91.1488838678175,547.0
LM_11_YBS_20150502_CS_5406_5444,2015,2015-05-02,33.43332568339924,-91.11595346478224,543.0
LM_11_YBS_20150503_CS_5382_5404,2015,2015-05-03,33.38564521874552,-91.11503208396311,539.0
LM_11_YBS_20150504_CS_5368_5380,2015,2015-05-04,33.36453182448046,-91.12296038241784,538.0
LM_11_YBS_20150610_CS_MB_5367_5368,2015,2015-06-10,33.35730748319658,-91.13430389533576,537.0
LM_11_YBS_20150611_CS_MB_5363_5368,2015,2015-06-11,33.35384946667225,-91.13762569423643,536.0
LM_11_YBS_20150612_CS_MB_5358_5363,2015,2015-06-12,33.348437748462935,-91.14376827220674,536.0
LM_11_YBS_20150613_CS_MB_5353_5358,2015,2015-06-13,33.34361658280446,-91.15083516945356,535.0
LM_11_YBS_20150614_CS_MB_5348_5353,2015,2015-06-14,33.33975546727583,-91.15800823576114,535.0
LM_11_YBS_20150616_CS_MB_5343_5348,2015,2015-06-16,33.33528012195108,-91.1641786029978,534.0
LM_11_YBS_20150617_CS_MB_5338_5343,2015,2015-06-17,33.329541422398975,-91.17017151442268,534.0
LM_11_YBS_20150625_CS_MB_5333_5338,2015,2015-06-25,33.32173210923704,-91.17362594729958,533.0
LM_11_YBS_20150626_CS_MB_5328_5333,2015,2015-06-26,33.314445924243806,-91.17461445531802,533.0
LM_11_YBS_20150627_CS_MB_5323_5328,2015,2015-06-27,33.30758773231123,-91.17369874847864,533.0
LM_11_YBS_20150629_CS_MB_5318_5323,2015,2015-06-29,33.30094795603129,-91.1693561357012,532.0
LM_11_YBS_20150630_CS_MB_5308_5313,2015,2015-06-30,33.289655734356046,-91.15655632441909,531.0
LM_11_YBS_20150630_CS_MB_5313_5318,2015,2015-06-30,33.29547257454951,-91.1626975134648,532.0
LM_11_YBS_20150701_CS_MB_5298_5303,2015,2015-07-01,33.27829913879487,-91.1442526074694,530.0
LM_11_YBS_20150701_CS_MB_5303_5308,2015,2015-07-01,33.28426582686049,-91.15071789250844,531.0
LM_11_YBS_20150702_CS_MB_5290_5293,2015,2015-07-02,33.27014368378002,-91.13372197061436,529.0
LM_11_YBS_20150702_CS_MB_5293_5298,2015,2015-07-02,33.27350332261483,-91.13792371327816,529.0
LM_11_YBS_20160619_CS_MB_5358_5363,2016,2016-06-19,33.34853568719215,-91.14375738015002,536.0
LM_11_YBS_20160619_CS_MB_5363_5368,2016,2016-06-19,33.35474778909204,-91.1373263056772,537.0
LM_11_YBS_20160622_CS_MB_5353_5358,2016,2016-06-22,33.34359899735414,-91.15070669055136,535.0
LM_11_YBS_20160623_CS_MB_5348_5353,2016,2016-06-23,33.3398269393084,-91.15816012989086,535.0
LM_11_YBS_20160630_CS_MB_5343_5348,2016,2016-06-30,33.33506274048767,-91.1642230369016,534.0
LM_11_YBS_20160701_CS_MB_5338_5343,2016,2016-07-01,33.32949101412529,-91.17014906834449,534.0
LM_11_YBS_20160702_CS_MB_5333_5338,2016,2016-07-02,33.32178782257656,-91.1736050527282,533.0
LM_11_YBS_20160703_CS_MB_5323_5328,2016,2016-07-03,33.30755420158826,-91.17419489477456,533.0
LM_11_YBS_20160703_CS_MB_5328_5333,2016,2016-07-03,33.31412975321614,-91.17447127445011,533.0
LM_11_YBS_20160704_CS_MB_5318_5323,2016,2016-07-04,33.30178700761814,-91.16934824511732,532.0
LM_11_YBS_20160704_CS_MB_5333_5338,2016,2016-07-04,33.32112884520833,-91.17036539635752,534.0
LM_11_YBS_20160705_CS_5451_5502,2016,2016-07-05,33.4936182896148,-91.15739235821697,548.0
LM_11_YBS_20160705_CS_MB_5313_5318,2016,2016-07-05,33.295465283492,-91.16276394069716,532.0
LM_11_YBS_20160706_CS_5414_5450,2016,2016-07-06,33.44436392151135,-91.11876174810016,543.0
LM_11_YBS_20160706_CS_MB_5293_5298,2016,2016-07-06,33.27358656402081,-91.13854178003916,530.0
LM_11_YBS_20160706_CS_MB_5298_5303,2016,2016-07-06,33.27823550298486,-91.14434433243558,530.0
LM_11_YBS_20160706_CS_MB_5303_5308,2016,2016-07-06,33.28384309082539,-91.15054207736635,530.0
LM_11_YBS_20160706_CS_MB_5308_5313,2016,2016-07-06,33.28982172159139,-91.15652429757574,531.0
LM_11_YBS_20160707_CS_5400_5412,2016,2016-07-07,33.40438516346978,-91.11502473434152,541.0
LM_11_YBS_20160707_CS_MB_5290_5293,2016,2016-07-07,33.27037948108284,-91.13402160521134,529.0
LM_11_YBS_20160712_CS_5368_5398,2016,2016-07-12,33.37433349137924,-91.11914408757023,538.0
LM_11_YBS_20170531_CS,2017,2017-05-31,33.50825796960582,-91.1786713634232,549.0
LM_11_YBS_20170601_CS,2017,2017-06-01,33.486783364373004,-91.14042745990194,547.0
LM_11_YBS_20170602_CS,2017,2017-06-02,33.44734923773231,-91.11965094654828,544.0
LM_11_YBS_20170603_CS,2017,2017-06-03,33.40439511527831,-91.11499938234503,541.0
LM_11_YBS_20170604_CS,2017,2017-06-04,33.37527480405397,-91.1178864155614,538.0
